case_id,scenario,P(Murder),P(Manslaughter),P(Not Guilty),MAP_verdict,actual_verdict,correct,delta_P(Murder),delta_P(Manslaughter),delta_P(Not Guilty),counterfactual_shifted,p_murder_delta,p_murder_baseline
CASE_00225,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00226,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00227,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00228,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00229,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00230,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00231,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00232,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Not_Guilty,False,,,,,,
CASE_00233,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00234,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00235,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00236,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00237,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00238,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00239,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Manslaughter,False,,,,,,
CASE_00240,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00241,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Not_Guilty,False,,,,,,
CASE_00242,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00243,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00244,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00245,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00246,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00247,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00248,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00249,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00250,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Not_Guilty,False,,,,,,
CASE_00251,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00252,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Not_Guilty,False,,,,,,
CASE_00253,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Manslaughter,False,,,,,,
CASE_00254,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00255,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Manslaughter,False,,,,,,
CASE_00256,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00257,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Not_Guilty,False,,,,,,
CASE_00258,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00259,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00260,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00261,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00262,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00263,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00265,FULL_EVIDENCE,0.7813333333333334,0.20533333333333334,0.013333333333333334,Murder,Murder,True,,,,,,
CASE_00266,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00267,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00268,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Not_Guilty,False,,,,,,
CASE_00269,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00270,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00271,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00272,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00274,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00275,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00276,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00277,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00278,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00279,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00281,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00282,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00283,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00284,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00285,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00286,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00287,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00288,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00289,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00290,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00291,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00292,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00293,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00294,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00295,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00296,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00297,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00298,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00299,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00300,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00302,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00303,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00304,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00305,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00306,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00307,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00308,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00309,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00310,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00311,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00312,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Not_Guilty,False,,,,,,
CASE_00313,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00314,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00315,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00316,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00317,FULL_EVIDENCE,0.6404040404040404,0.15555555555555556,0.20404040404040402,Murder,Murder,True,,,,,,
CASE_00318,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00319,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00320,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00321,FULL_EVIDENCE,0.6404040404040404,0.15555555555555556,0.20404040404040402,Murder,Murder,True,,,,,,
CASE_00322,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00323,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Manslaughter,False,,,,,,
CASE_00324,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00325,FULL_EVIDENCE,0.7813333333333334,0.20533333333333334,0.013333333333333334,Murder,Murder,True,,,,,,
CASE_00326,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00327,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00328,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00329,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00330,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00331,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00332,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00333,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Not_Guilty,False,,,,,,
CASE_00334,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00335,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00336,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00337,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00338,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00339,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00340,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Not_Guilty,False,,,,,,
CASE_00341,FULL_EVIDENCE,0.6404040404040404,0.15555555555555556,0.20404040404040402,Murder,Murder,True,,,,,,
CASE_00342,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00343,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00344,FULL_EVIDENCE,0.6404040404040404,0.15555555555555556,0.20404040404040402,Murder,Murder,True,,,,,,
CASE_00345,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00346,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Not_Guilty,False,,,,,,
CASE_00347,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00348,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00349,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00350,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00351,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00352,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00353,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00354,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00355,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00356,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00357,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00358,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Manslaughter,False,,,,,,
CASE_00359,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00360,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00361,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00362,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00363,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00364,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00365,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00366,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00367,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00368,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00369,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00370,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00371,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00372,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00373,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00374,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Not_Guilty,False,,,,,,
CASE_00375,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00376,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00377,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00378,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00379,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00380,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00381,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00382,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00383,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00384,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Manslaughter,False,,,,,,
CASE_00385,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Manslaughter,False,,,,,,
CASE_00386,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00387,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Not_Guilty,False,,,,,,
CASE_00388,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00389,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00390,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00391,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00392,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00393,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00394,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00395,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00396,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Not_Guilty,False,,,,,,
CASE_00397,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00398,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00399,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00400,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00401,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00402,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00403,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00404,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00405,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00406,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00407,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00408,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00409,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00410,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00411,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00412,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00413,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00414,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00415,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00416,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00417,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00418,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Manslaughter,False,,,,,,
CASE_00419,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00420,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00421,FULL_EVIDENCE,0.7813333333333334,0.20533333333333334,0.013333333333333334,Murder,Murder,True,,,,,,
CASE_00422,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00423,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00424,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00425,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00426,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Manslaughter,False,,,,,,
CASE_00427,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00428,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00429,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00430,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00431,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Manslaughter,False,,,,,,
CASE_00432,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00433,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00434,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00435,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00436,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00437,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00438,FULL_EVIDENCE,0.7199800697558545,0.05032386646736422,0.22969606377678126,Murder,Murder,True,,,,,,
CASE_00439,FULL_EVIDENCE,0.7603894974786993,0.15110415579899147,0.08850634672230914,Murder,Murder,True,,,,,,
CASE_00440,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Murder,True,,,,,,
CASE_00441,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00442,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Murder,True,,,,,,
CASE_00443,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Manslaughter,False,,,,,,
CASE_00444,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00445,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Not_Guilty,False,,,,,,
CASE_00446,FULL_EVIDENCE,0.6654088050314465,0.140125786163522,0.19446540880503146,Murder,Not_Guilty,False,,,,,,
CASE_00447,FULL_EVIDENCE,0.6915927334178286,0.2454583861427968,0.06294888043937474,Murder,Murder,True,,,,,,
CASE_00448,FULL_EVIDENCE,0.7605669450771956,0.13490255631485698,0.10453049860794734,Murder,Murder,True,,,,,,
CASE_00449,FULL_EVIDENCE,0.7250737463126844,0.24365781710914453,0.03126843657817109,Murder,Manslaughter,False,,,,,,
