case_id,src_node_id,dst_node_id,score,count,rationale,provenance
NEG_00016,NEG_00016_N000070,NEG_00016_N000074,0.67,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000067,0.67,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000074,0.67,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000070,NEG_00016_N000068,0.62,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000070,NEG_00016_N000069,0.62,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000069,0.57,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000068,0.57,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000072,0.57,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000071,0.57,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000076,0.57,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000075,0.57,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000073,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000077,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000073,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000077,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000073,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000077,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000073,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000077,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000073,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000077,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000073,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000077,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000073,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000077,0.545,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000067,0.508,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000074,0.508,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000067,0.508,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000074,0.508,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000066,0.47,1,same_sentence|type_prior,negative
NEG_00016,NEG_00016_N000070,NEG_00016_N000066,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000070,NEG_00016_N000071,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000070,NEG_00016_N000072,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000070,NEG_00016_N000075,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000070,NEG_00016_N000076,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000066,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000068,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000069,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000071,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000072,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000075,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000076,0.47,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000068,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000069,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000071,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000072,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000075,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000066,NEG_00016_N000076,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000074,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000066,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000071,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000072,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000075,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000068,NEG_00016_N000076,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000066,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000071,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000072,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000075,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000069,NEG_00016_N000076,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000070,NEG_00016_N000078,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000066,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000068,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000069,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000075,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000071,NEG_00016_N000076,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000066,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000068,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000069,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000075,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000072,NEG_00016_N000076,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000067,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000066,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000068,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000069,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000071,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000075,NEG_00016_N000072,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000066,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000068,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000069,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000071,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000076,NEG_00016_N000072,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000070,0.42,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000070,0.37,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000078,0.37,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000070,0.37,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000078,0.37,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000066,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000068,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000069,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000071,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000072,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000075,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000076,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000066,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000068,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000069,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000071,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000072,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000075,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000076,0.358,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000068,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000069,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000071,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000072,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000075,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000076,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000070,NEG_00016_N000073,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000070,NEG_00016_N000077,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000070,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000078,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000066,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000068,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000069,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000071,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000072,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000075,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000076,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000070,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000078,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000073,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000078,NEG_00016_N000077,0.32,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000073,0.283,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000067,NEG_00016_N000077,0.283,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000073,0.283,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000074,NEG_00016_N000077,0.283,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000073,NEG_00016_N000077,0.245,1,same_section|type_prior,negative
NEG_00016,NEG_00016_N000077,NEG_00016_N000073,0.245,1,same_section|type_prior,negative
NEG_00017,NEG_00017_N000080,NEG_00017_N000081,0.57,1,same_sentence|type_prior,negative
NEG_00017,NEG_00017_N000080,NEG_00017_N000082,0.57,1,same_sentence|type_prior,negative
NEG_00017,NEG_00017_N000081,NEG_00017_N000080,0.57,1,same_sentence|type_prior,negative
NEG_00017,NEG_00017_N000081,NEG_00017_N000082,0.57,1,same_sentence|type_prior,negative
NEG_00017,NEG_00017_N000082,NEG_00017_N000080,0.57,1,same_sentence|type_prior,negative
NEG_00017,NEG_00017_N000082,NEG_00017_N000081,0.57,1,same_sentence|type_prior,negative
NEG_00017,NEG_00017_N000079,NEG_00017_N000080,0.42,1,same_section|type_prior,negative
NEG_00017,NEG_00017_N000079,NEG_00017_N000081,0.42,1,same_section|type_prior,negative
NEG_00017,NEG_00017_N000079,NEG_00017_N000082,0.42,1,same_section|type_prior,negative
NEG_00017,NEG_00017_N000080,NEG_00017_N000079,0.42,1,same_section|type_prior,negative
NEG_00017,NEG_00017_N000081,NEG_00017_N000079,0.42,1,same_section|type_prior,negative
NEG_00017,NEG_00017_N000082,NEG_00017_N000079,0.42,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000084,NEG_00018_N000085,0.92,1,same_sentence|type_prior,negative
NEG_00018,NEG_00018_N000084,NEG_00018_N000083,0.77,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000086,NEG_00018_N000083,0.77,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000086,NEG_00018_N000085,0.77,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000087,NEG_00018_N000083,0.77,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000087,NEG_00018_N000085,0.77,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000085,NEG_00018_N000084,0.47,1,same_sentence|type_prior,negative
NEG_00018,NEG_00018_N000083,NEG_00018_N000085,0.42,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000084,NEG_00018_N000086,0.42,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000084,NEG_00018_N000087,0.42,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000085,NEG_00018_N000083,0.42,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000086,NEG_00018_N000084,0.42,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000086,NEG_00018_N000087,0.42,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000087,NEG_00018_N000084,0.42,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000087,NEG_00018_N000086,0.42,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000083,NEG_00018_N000084,0.32,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000083,NEG_00018_N000086,0.32,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000083,NEG_00018_N000087,0.32,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000085,NEG_00018_N000086,0.32,1,same_section|type_prior,negative
NEG_00018,NEG_00018_N000085,NEG_00018_N000087,0.32,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000089,NEG_00020_N000090,0.92,1,same_sentence|type_prior,negative
NEG_00020,NEG_00020_N000089,NEG_00020_N000092,0.79,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000089,NEG_00020_N000091,0.77,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000089,NEG_00020_N000093,0.77,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000090,NEG_00020_N000089,0.47,1,same_sentence|type_prior,negative
NEG_00020,NEG_00020_N000092,NEG_00020_N000090,0.46,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000092,NEG_00020_N000091,0.46,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000092,NEG_00020_N000093,0.46,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000090,NEG_00020_N000092,0.44,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000091,NEG_00020_N000092,0.44,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000093,NEG_00020_N000092,0.44,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000090,NEG_00020_N000091,0.42,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000090,NEG_00020_N000093,0.42,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000091,NEG_00020_N000090,0.42,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000091,NEG_00020_N000093,0.42,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000093,NEG_00020_N000090,0.42,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000093,NEG_00020_N000091,0.42,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000092,NEG_00020_N000089,0.36,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000091,NEG_00020_N000089,0.32,1,same_section|type_prior,negative
NEG_00020,NEG_00020_N000093,NEG_00020_N000089,0.32,1,same_section|type_prior,negative
NEG_00025,NEG_00025_N000099,NEG_00025_N000098,0.313,1,same_section|type_prior,negative
NEG_00025,NEG_00025_N000101,NEG_00025_N000098,0.313,1,same_section|type_prior,negative
NEG_00025,NEG_00025_N000099,NEG_00025_N000100,0.308,1,same_sentence|type_prior,negative
NEG_00025,NEG_00025_N000101,NEG_00025_N000100,0.254,1,same_section|type_prior,negative
NEG_00025,NEG_00025_N000100,NEG_00025_N000099,0.2,1,same_sentence|type_prior,negative
NEG_00025,NEG_00025_N000098,NEG_00025_N000100,0.2,1,same_section|type_prior,negative
NEG_00025,NEG_00025_N000100,NEG_00025_N000098,0.2,1,same_section|type_prior,negative
NEG_00025,NEG_00025_N000098,NEG_00025_N000099,0.178,1,same_section|type_prior,negative
NEG_00025,NEG_00025_N000098,NEG_00025_N000101,0.178,1,same_section|type_prior,negative
NEG_00025,NEG_00025_N000099,NEG_00025_N000101,0.164,1,same_section|type_prior,negative
NEG_00025,NEG_00025_N000101,NEG_00025_N000099,0.164,1,same_section|type_prior,negative
NEG_00025,NEG_00025_N000100,NEG_00025_N000101,0.146,1,same_section|type_prior,negative
NEG_00026,NEG_00026_N000102,NEG_00026_N000104,0.42,1,same_section|type_prior,negative
NEG_00026,NEG_00026_N000104,NEG_00026_N000102,0.42,1,same_section|type_prior,negative
NEG_00026,NEG_00026_N000102,NEG_00026_N000103,0.26,1,same_section|type_prior,negative
NEG_00026,NEG_00026_N000103,NEG_00026_N000102,0.26,1,same_section|type_prior,negative
NEG_00026,NEG_00026_N000103,NEG_00026_N000104,0.26,1,same_section|type_prior,negative
NEG_00026,NEG_00026_N000104,NEG_00026_N000103,0.26,1,same_section|type_prior,negative
NEG_00027,NEG_00027_N000105,NEG_00027_N000107,0.42,1,same_section|type_prior,negative
NEG_00027,NEG_00027_N000107,NEG_00027_N000105,0.42,1,same_section|type_prior,negative
NEG_00027,NEG_00027_N000105,NEG_00027_N000106,0.26,1,same_section|type_prior,negative
NEG_00027,NEG_00027_N000106,NEG_00027_N000105,0.26,1,same_section|type_prior,negative
NEG_00027,NEG_00027_N000106,NEG_00027_N000107,0.26,1,same_section|type_prior,negative
NEG_00027,NEG_00027_N000107,NEG_00027_N000106,0.26,1,same_section|type_prior,negative
NEG_00028,NEG_00028_N000108,NEG_00028_N000110,0.42,1,same_section|type_prior,negative
NEG_00028,NEG_00028_N000110,NEG_00028_N000108,0.42,1,same_section|type_prior,negative
NEG_00028,NEG_00028_N000108,NEG_00028_N000109,0.26,1,same_section|type_prior,negative
NEG_00028,NEG_00028_N000109,NEG_00028_N000108,0.26,1,same_section|type_prior,negative
NEG_00028,NEG_00028_N000109,NEG_00028_N000110,0.26,1,same_section|type_prior,negative
NEG_00028,NEG_00028_N000110,NEG_00028_N000109,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000119,NEG_00032_N000114,0.583,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000119,NEG_00032_N000115,0.583,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000119,NEG_00032_N000118,0.583,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000114,NEG_00032_N000115,0.42,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000114,NEG_00032_N000118,0.42,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000115,NEG_00032_N000114,0.42,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000115,NEG_00032_N000118,0.42,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000118,NEG_00032_N000114,0.42,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000118,NEG_00032_N000115,0.42,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000119,NEG_00032_N000116,0.358,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000119,NEG_00032_N000117,0.358,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000114,NEG_00032_N000116,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000114,NEG_00032_N000117,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000115,NEG_00032_N000116,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000115,NEG_00032_N000117,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000116,NEG_00032_N000114,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000116,NEG_00032_N000115,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000116,NEG_00032_N000118,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000117,NEG_00032_N000114,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000117,NEG_00032_N000115,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000117,NEG_00032_N000118,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000118,NEG_00032_N000116,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000118,NEG_00032_N000117,0.26,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000114,NEG_00032_N000119,0.245,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000115,NEG_00032_N000119,0.245,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000118,NEG_00032_N000119,0.245,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000116,NEG_00032_N000117,0.218,1,same_sentence|type_prior,negative
NEG_00032,NEG_00032_N000117,NEG_00032_N000116,0.218,1,same_sentence|type_prior,negative
NEG_00032,NEG_00032_N000116,NEG_00032_N000119,0.155,1,same_section|type_prior,negative
NEG_00032,NEG_00032_N000117,NEG_00032_N000119,0.155,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000122,NEG_00034_N000123,0.92,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000122,NEG_00034_N000121,0.77,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000122,NEG_00034_N000124,0.77,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000122,NEG_00034_N000125,0.77,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000122,NEG_00034_N000126,0.77,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000122,NEG_00034_N000127,0.77,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000124,NEG_00034_N000125,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000124,NEG_00034_N000126,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000124,NEG_00034_N000127,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000125,NEG_00034_N000124,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000125,NEG_00034_N000126,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000125,NEG_00034_N000127,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000126,NEG_00034_N000124,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000126,NEG_00034_N000125,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000126,NEG_00034_N000127,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000127,NEG_00034_N000124,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000127,NEG_00034_N000125,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000127,NEG_00034_N000126,0.57,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000123,NEG_00034_N000122,0.47,1,same_sentence|type_prior,negative
NEG_00034,NEG_00034_N000121,NEG_00034_N000123,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000121,NEG_00034_N000124,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000121,NEG_00034_N000125,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000121,NEG_00034_N000126,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000121,NEG_00034_N000127,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000123,NEG_00034_N000121,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000123,NEG_00034_N000124,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000123,NEG_00034_N000125,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000123,NEG_00034_N000126,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000123,NEG_00034_N000127,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000124,NEG_00034_N000121,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000124,NEG_00034_N000123,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000125,NEG_00034_N000121,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000125,NEG_00034_N000123,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000126,NEG_00034_N000121,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000126,NEG_00034_N000123,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000127,NEG_00034_N000121,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000127,NEG_00034_N000123,0.42,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000121,NEG_00034_N000122,0.32,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000124,NEG_00034_N000122,0.32,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000125,NEG_00034_N000122,0.32,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000126,NEG_00034_N000122,0.32,1,same_section|type_prior,negative
NEG_00034,NEG_00034_N000127,NEG_00034_N000122,0.32,1,same_section|type_prior,negative
NEG_00036,NEG_00036_N000130,NEG_00036_N000129,0.67,1,same_section|type_prior,negative
NEG_00036,NEG_00036_N000129,NEG_00036_N000130,0.37,1,same_section|type_prior,negative
NEG_00037,NEG_00037_N000131,NEG_00037_N000132,0.92,1,same_sentence|type_prior,negative
NEG_00037,NEG_00037_N000131,NEG_00037_N000133,0.72,1,same_section|type_prior,negative
NEG_00037,NEG_00037_N000133,NEG_00037_N000132,0.67,1,same_section|type_prior,negative
NEG_00037,NEG_00037_N000132,NEG_00037_N000131,0.47,1,same_sentence|type_prior,negative
NEG_00037,NEG_00037_N000133,NEG_00037_N000131,0.47,1,same_section|type_prior,negative
NEG_00037,NEG_00037_N000132,NEG_00037_N000133,0.37,1,same_section|type_prior,negative
NEG_00039,NEG_00039_N000136,NEG_00039_N000137,0.42,1,same_section|type_prior,negative
NEG_00039,NEG_00039_N000137,NEG_00039_N000136,0.42,1,same_section|type_prior,negative
NEG_00039,NEG_00039_N000135,NEG_00039_N000136,0.32,1,same_section|type_prior,negative
NEG_00039,NEG_00039_N000135,NEG_00039_N000137,0.32,1,same_section|type_prior,negative
NEG_00039,NEG_00039_N000136,NEG_00039_N000135,0.32,1,same_section|type_prior,negative
NEG_00039,NEG_00039_N000137,NEG_00039_N000135,0.32,1,same_section|type_prior,negative
