case_id,node_id,label,type,source,polarity,section,sent_text,paragraph_id,provenance,match_how
CASE_00012,CASE_00012_N000692,planning_premeditation,narrative,uncertain,1,facts,"The group forced their way into the flat, armed in preparation for the robbery with a machete, other types of large knives and a BB gun.",1,real,synonym
CASE_00012,CASE_00012_N000693,weapon_present,narrative,uncertain,1,facts,"The group forced their way into the flat, armed in preparation for the robbery with a machete, other types of large knives and a BB gun.",1,real,synonym
CASE_00012,CASE_00012_N000694,weapon_firearm,narrative,uncertain,1,facts,"The group forced their way into the flat, armed in preparation for the robbery with a machete, other types of large knives and a BB gun.",1,real,synonym
CASE_00012,CASE_00012_N000695,weapon_present,narrative,uncertain,1,facts,Katie Little awoke to the noise of the men entering the flat and saw that two men were armed with a large knife and a gun.,1,real,synonym
CASE_00012,CASE_00012_N000696,weapon_firearm,narrative,uncertain,1,facts,Katie Little awoke to the noise of the men entering the flat and saw that two men were armed with a large knife and a gun.,1,real,synonym
CASE_00012,CASE_00012_N000697,weapon_sharp,narrative,uncertain,1,facts,Katie Little awoke to the noise of the men entering the flat and saw that two men were armed with a large knife and a gun.,1,real,synonym
CASE_00012,CASE_00012_N000698,weapon_firearm,narrative,uncertain,1,facts,He was threatened with the BB gun and repeatedly stabbed.,1,real,synonym
CASE_00012,CASE_00012_N000699,assault_method_stabbing,narrative,uncertain,1,facts,He was threatened with the BB gun and repeatedly stabbed.,1,real,synonym
CASE_00012,CASE_00012_N000700,weapon_sharp,narrative,uncertain,1,facts,"One of the group struck Katie Little in her face with the knife, cutting her ear.",1,real,synonym
CASE_00012,CASE_00012_N000701,wound_sharp_force,evidence,uncertain,1,facts,They went to the aid of the deceased who was bleeding heavily but the stab wounds inflicted led to his death at the scene.,1,real,synonym
CASE_00012,CASE_00012_N000702,weapon_blunt,narrative,uncertain,1,facts,The post mortem also revealed a single tramline bruise to the right buttock that suggested a blow from a rod shaped object - the baseball bat.,1,real,synonym
CASE_00012,CASE_00012_N000703,location_public_space,narrative,uncertain,1,facts,"Wounding with intent On 3 October 2018, Christian Fearon was outside the Elders Arms pub in Great Billing.",1,real,synonym
CASE_00012,CASE_00012_N000704,location_public_space,narrative,uncertain,1,facts,He and two friends had stepped outside the pub in order to smoke a cigarette.,1,real,synonym
CASE_00012,CASE_00012_N000705,assault_method_stabbing,narrative,uncertain,1,facts,"As he did so he felt blows to both of his arms and to his back, he had been stabbed three times.",1,real,synonym
CASE_00012,CASE_00012_N000706,location_public_space,narrative,uncertain,1,facts,The five ran down the street chasing Christian Fearon's two friends before they got back into the car and drove to an area in Blackthorn; Blackthorn being the heart of F 36 territory.,1,real,synonym
CASE_00012,CASE_00012_N000707,location_public_space,narrative,uncertain,1,facts,They stopped outside the Blackthorn One Stop shop and took a celebratory photograph.,1,real,synonym
CASE_00012,CASE_00012_N000708,weapon_petrol_fire,narrative,uncertain,1,facts,He stopped on Wellingborough Road to refuel his car with petrol from a petrol canister.,1,real,synonym
CASE_00012,CASE_00012_N000709,weapon_sharp,narrative,uncertain,1,facts,"Melih Buyukerzurum attempted to defuse the situation, however, Crowley knocked on the window of the car he was driving to get his passenger, who had a knife on him, to get out of the car.",1,real,synonym
CASE_00012,CASE_00012_N000710,weapon_sharp,narrative,uncertain,1,facts,The other person then quickly slashed Melih Buyukerzurum's face with the knife.,1,real,synonym
CASE_00012,CASE_00012_N000711,murder,legal_facts,uncertain,1,facts,"Material legislation The mandatory sentence for murder is life imprisonment or, in the case of a person under the age of 21, custody for life.",1,real,synonym
CASE_00012,CASE_00012_N000712,motive_financial_gain,narrative,uncertain,1,facts,"So far as material it states: ""(c) a murder done for gain (such as a murder done in the course or furtherance of robbery or burglary, done for payment or done in the expectation of gain as a result of the death)"".",1,real,synonym
CASE_00012,CASE_00012_N000713,murder,legal_facts,uncertain,1,facts,"So far as material it states: ""(c) a murder done for gain (such as a murder done in the course or furtherance of robbery or burglary, done for payment or done in the expectation of gain as a result of the death)"".",1,real,synonym
CASE_00012,CASE_00012_N000714,weapon_sharp,narrative,uncertain,1,facts,"(2) The offence falls within this sub-paragraph if the offender took a knife or other weapon to the scene intending to (a) commit any offence, or (b) have it available to use as a weapon, and used that knife or other weapon in committing the murder.""",1,real,synonym
CASE_00012,CASE_00012_N000715,murder,legal_facts,uncertain,1,facts,"(2) The offence falls within this sub-paragraph if the offender took a knife or other weapon to the scene intending to (a) commit any offence, or (b) have it available to use as a weapon, and used that knife or other weapon in committing the murder.""",1,real,synonym
CASE_00012,CASE_00012_N000716,murder,legal_facts,uncertain,-1,facts,"Finally, paragraph 11 states: ""Mitigating factors that may be relevant to the offence of murder include (a) an intention to cause serious bodily harm rather than to kill, (b) lack of premeditation, (g) the age of the offender.""",1,real,synonym
CASE_00012,CASE_00012_N000717,planning_premeditation,narrative,uncertain,-1,facts,"Finally, paragraph 11 states: ""Mitigating factors that may be relevant to the offence of murder include (a) an intention to cause serious bodily harm rather than to kill, (b) lack of premeditation, (g) the age of the offender.""",1,real,regex
CASE_00012,CASE_00012_N000718,murder,legal_facts,uncertain,1,facts,"At that date Smith, Drage and Higgs were aged 20, having been 19 at the time of the murder.",1,real,synonym
CASE_00012,CASE_00012_N000719,murder,legal_facts,uncertain,1,facts,"Crowley was aged 21, having been 20 at the time of the murder.",1,real,synonym
CASE_00012,CASE_00012_N000720,weapon_sharp,narrative,uncertain,1,facts,"Smith had two previous court appearances for three offences, including the possession of a knife in a public place.",1,real,synonym
CASE_00012,CASE_00012_N000721,location_public_space,narrative,uncertain,1,facts,"Smith had two previous court appearances for three offences, including the possession of a knife in a public place.",1,real,synonym
CASE_00012,CASE_00012_N000722,weapon_sharp,narrative,uncertain,1,facts,Higgs had one previous conviction for possession of a knife in a public place.,1,real,synonym
CASE_00012,CASE_00012_N000723,location_public_space,narrative,uncertain,1,facts,Higgs had one previous conviction for possession of a knife in a public place.,1,real,synonym
CASE_00012,CASE_00012_N000724,weapon_sharp,narrative,uncertain,1,facts,"She also had a Community Impact Statement from a Detective Chief Superintendent, which informed her of public concerns about knife crime in Northamptonshire.",1,real,synonym
CASE_00012,CASE_00012_N000725,murder,legal_facts,uncertain,1,facts,The main offence for which she had to sentence these four appellants was the offence of murder.,1,real,synonym
CASE_00012,CASE_00012_N000726,joint_enterprise_presence,narrative,uncertain,1,facts,"However, there were these non-statutory aggravating features: this was a group attack, the killing took place in the presence of Katie Little and there were two other people in the flat.",1,real,synonym
CASE_00012,CASE_00012_N000727,murder,legal_facts,uncertain,1,facts,"No complaint is made before us as to the sentences imposed for the other offences, which were made concurrent to the minimum terms for murder.",1,real,synonym
CASE_00012,CASE_00012_N000728,murder,legal_facts,uncertain,1,facts,For the offence of murder she imposed a minimum term of 31 years less the time spent on remand.,1,real,synonym
CASE_00012,CASE_00012_N000729,planning_premeditation,narrative,uncertain,1,facts,"For the offence of conspiracy to rob, after giving a 25% discount for his plea, which had taken place at the Plea and Trial Preparation Hearing, she imposed a sentence of 11 years and 3 months.",1,real,synonym
CASE_00012,CASE_00012_N000730,murder,legal_facts,uncertain,1,facts,For the offence of murder she imposed a minimum term of 34 years less the time spent on remand.,1,real,synonym
CASE_00012,CASE_00012_N000731,murder,legal_facts,uncertain,1,facts,For the offence of murder she imposed a minimum term of 28 years less the time spent on remand.,1,real,synonym
CASE_00012,CASE_00012_N000732,murder,legal_facts,uncertain,1,facts,"An intention to cause serious bodily harm is a sufficient intention for murder, and violence inflicted with such an intent remains an offence of the utmost seriousness requiring the mandatory life sentence in the same way as murder resulting from an intent to kill.",1,real,synonym
CASE_00012,CASE_00012_N000733,murder,legal_facts,uncertain,1,facts,"It has however long been recognised that, all other features of the case being equal, the seriousness of a murder committed with intent to kill is normally more grave and serious than one committed with intent to cause grievous bodily harm.",1,real,synonym
CASE_00012,CASE_00012_N000734,murder,legal_facts,uncertain,-1,facts,"Thus, murder committed with an intent to kill may attract yet greater mitigation than a killing to which paragraph 11(a) applies.",1,real,synonym
CASE_00012,CASE_00012_N000735,planning_premeditation,narrative,uncertain,1,facts,"Similarly, there are cases in which death, even if unintended, is a possible or likely consequence of the offender's premeditated conduct.",1,real,synonym
CASE_00012,CASE_00012_N000736,planning_premeditation,narrative,uncertain,1,facts,"Similarly, there are cases in which death, even if unintended, is a possible or likely consequence of the offender's premeditated conduct.",1,real,regex
CASE_00012,CASE_00012_N000737,abduction,narrative,uncertain,1,facts,"If it is a consequence of the abduction or torture, we doubt whether much, if any, allowance would normally be made in mitigation for the fact that the death of the child was an unintended consequence of the deliberate infliction of bodily harm.""",1,real,synonym
CASE_00012,CASE_00012_N000738,motive_financial_gain,narrative,uncertain,0,facts,"24-25 that a murder will still be ""for gain"" if it is ""in the course of"" a burglary even if it was not ""in furtherance of"" it.",1,real,synonym
CASE_00012,CASE_00012_N000739,murder,legal_facts,uncertain,0,facts,"24-25 that a murder will still be ""for gain"" if it is ""in the course of"" a burglary even if it was not ""in furtherance of"" it.",1,real,synonym
CASE_00012,CASE_00012_N000740,planning_premeditation,narrative,uncertain,0,facts,"Lord Phillips CJ said that a judge may be justified in taking into account that the murder was not premeditated, which is one of the mitigating factors expressly listed in paragraph 11 of Schedule 21.",1,real,synonym
CASE_00012,CASE_00012_N000741,murder,legal_facts,uncertain,0,facts,"Lord Phillips CJ said that a judge may be justified in taking into account that the murder was not premeditated, which is one of the mitigating factors expressly listed in paragraph 11 of Schedule 21.",1,real,synonym
CASE_00012,CASE_00012_N000742,planning_premeditation,narrative,uncertain,0,facts,"Lord Phillips CJ said that a judge may be justified in taking into account that the murder was not premeditated, which is one of the mitigating factors expressly listed in paragraph 11 of Schedule 21.",1,real,regex
CASE_00012,CASE_00012_N000743,planning_premeditation,narrative,uncertain,1,facts,"We note in passing that, in the same paragraph, Lord Phillips CJ drew a distinction between a premeditated murder, which is deliberately carried out in order to further a burglary, and a murder which is an unplanned reaction to an unexpected confrontation in the course of a burglary.",1,real,synonym
CASE_00012,CASE_00012_N000744,murder,legal_facts,uncertain,1,facts,"We note in passing that, in the same paragraph, Lord Phillips CJ drew a distinction between a premeditated murder, which is deliberately carried out in order to further a burglary, and a murder which is an unplanned reaction to an unexpected confrontation in the course of a burglary.",1,real,synonym
CASE_00012,CASE_00012_N000745,planning_premeditation,narrative,uncertain,1,facts,"We note in passing that, in the same paragraph, Lord Phillips CJ drew a distinction between a premeditated murder, which is deliberately carried out in order to further a burglary, and a murder which is an unplanned reaction to an unexpected confrontation in the course of a burglary.",1,real,regex
CASE_00012,CASE_00012_N000746,murder,legal_facts,uncertain,0,facts,Although it was not their intention to commit the murder they must have been aware that one or more weapons might be used depending on what happened in the course of the robbery.,1,real,synonym
CASE_00012,CASE_00012_N000747,motive_financial_gain,narrative,uncertain,1,facts,"In R v Bouhaddaou [2006] EWCA Crim 3190; [2007] 2 Cr App R (S) 23, Lord Phillips CJ again considered the meaning of a murder ""for gain"" in paragraph 5(2) of Schedule 21.",1,real,synonym
CASE_00012,CASE_00012_N000748,murder,legal_facts,uncertain,1,facts,"In R v Bouhaddaou [2006] EWCA Crim 3190; [2007] 2 Cr App R (S) 23, Lord Phillips CJ again considered the meaning of a murder ""for gain"" in paragraph 5(2) of Schedule 21.",1,real,synonym
CASE_00012,CASE_00012_N000749,motive_financial_gain,narrative,uncertain,1,facts,The argument was that a murder will only be committed for gain if it is committed in order to facilitate the gain.,1,real,synonym
CASE_00012,CASE_00012_N000750,murder,legal_facts,uncertain,1,facts,The argument was that a murder will only be committed for gain if it is committed in order to facilitate the gain.,1,real,synonym
CASE_00012,CASE_00012_N000751,assault_method_stabbing,narrative,uncertain,1,facts,"In that case the offender had stabbed his victim in order to facilitate his escape from the house, having been caught red-handed in the act of burglary.",1,real,synonym
CASE_00012,CASE_00012_N000752,motive_financial_gain,narrative,uncertain,1,facts,"Lord Phillips CJ said that escaping after a burglary is an integral element of the criminal enterprise and, if murder is committed to facilitate escape from a burglary whose object is gain, then it can properly be said to be committed ""for gain"".",1,real,synonym
CASE_00012,CASE_00012_N000753,murder,legal_facts,uncertain,1,facts,"Lord Phillips CJ said that escaping after a burglary is an integral element of the criminal enterprise and, if murder is committed to facilitate escape from a burglary whose object is gain, then it can properly be said to be committed ""for gain"".",1,real,synonym
CASE_00012,CASE_00012_N000754,murder,legal_facts,uncertain,1,facts,"Depending upon the particular facts, sentences for murder should cover all parts of the area between those two starting points.",1,real,synonym
CASE_00012,CASE_00012_N000755,planning_premeditation,narrative,uncertain,1,facts,"The absence of an intention to kill ""is an important mitigating factor"" and is likely to go hand in hand with the absence of premeditation.",1,real,regex
CASE_00012,CASE_00012_N000756,mens_rea_intent_to_kill,legal_facts,uncertain,0,facts,"In the present case, the Appellants may not have intended to kill but they were not simply caught in the act of a burglary.",1,real,synonym
CASE_00012,CASE_00012_N000757,mens_rea_intent_to_kill,legal_facts,uncertain,0,facts,"In the present case, the Appellants may not have intended to kill but they were not simply caught in the act of a burglary.",1,real,regex
CASE_00012,CASE_00012_N000758,weapon_sharp,narrative,uncertain,1,facts,"In R v De Silva [2014] EWCA Crim 2616 ; [2015] 1 Cr App R (S) 52, this Court reduced the minimum term of 32 years to one of 28 years in circumstances where the offender was 19 years old and, upon being confronted by the elderly home owner in the course of a burglary, stabbed him 22 times with a knife brought to the scene.",1,real,synonym
CASE_00012,CASE_00012_N000759,assault_method_stabbing,narrative,uncertain,1,facts,"In R v De Silva [2014] EWCA Crim 2616 ; [2015] 1 Cr App R (S) 52, this Court reduced the minimum term of 32 years to one of 28 years in circumstances where the offender was 19 years old and, upon being confronted by the elderly home owner in the course of a burglary, stabbed him 22 times with a knife brought to the scene.",1,real,synonym
CASE_00012,CASE_00012_N000760,actus_reus_killing,legal_facts,uncertain,1,facts,"The Court considered that a minimum term of 32 years for a young man who killed when he was aged 19 was ""a very severe sentence, and perhaps uniquely so.""",1,real,synonym
CASE_00012,CASE_00012_N000761,murder,legal_facts,uncertain,0,facts,"In Attorney General's Reference (Clarke) [2018] EWCA Crim 185 ; [2018] 1 Cr App R (S) 52 , which was not a murder case, at para.",1,real,synonym
CASE_00012,CASE_00012_N000762,murder,legal_facts,uncertain,1,facts,He was convicted of murder.,1,real,synonym
CASE_00012,CASE_00012_N000763,murder,legal_facts,uncertain,1,facts,The co-defendant was convicted of aggravated burglary but acquitted of murder and wounding with intent.,1,real,synonym
CASE_00012,CASE_00012_N000764,murder,legal_facts,uncertain,0,facts,"On behalf of the appellant counsel submitted that not every case in which a murder is committed in the course of a robbery is necessarily ""particularly serious"" because paragraph 5 of Schedule 21 uses the word ""normally"".",1,real,synonym
CASE_00012,CASE_00012_N000765,weapon_sharp,narrative,uncertain,1,facts,"He submitted that the appropriate starting point should have been 25 years, in accordance with paragraph 5A, because a knife had been taken to the scene.",1,real,synonym
CASE_00012,CASE_00012_N000766,murder,legal_facts,uncertain,0,facts,The offence of murder is not to be viewed in isolation but alongside the other offences on the indictment which form part of the overall picture.,1,real,synonym
CASE_00012,CASE_00012_N000767,planning_premeditation,narrative,uncertain,1,facts,The facts show a planned aggravated burglary carried out by two men.,1,real,synonym
CASE_00012,CASE_00012_N000768,planning_premeditation,narrative,uncertain,1,facts,The facts show a planned aggravated burglary carried out by two men.,1,real,regex
CASE_00012,CASE_00012_N000769,weapon_firearm,narrative,uncertain,1,facts,This appellant had bought the imitation firearm for this very purpose the day before the offence.,1,real,synonym
CASE_00012,CASE_00012_N000770,weapon_sharp,narrative,uncertain,1,facts,The appellant was brandishing the large chopping knife.,1,real,synonym
CASE_00012,CASE_00012_N000771,planning_premeditation,narrative,uncertain,1,facts,The Court considered the absence of premeditation at para.,1,real,regex
CASE_00012,CASE_00012_N000772,murder,legal_facts,uncertain,1,facts,"21, where it said the following: ""It is clear to us, firstly, that this offence, being a murder committed in the course or furtherance of a robbery or burglary, is one which in the circumstances comes fully within paragraph 5(1).",1,real,synonym
CASE_00012,CASE_00012_N000773,murder,legal_facts,uncertain,0,facts,It is not a necessary pre-condition that the killer should at the outset have intended to murder the victim in order to facilitate the commission of the offence of robbery or burglary.,1,real,synonym
CASE_00012,CASE_00012_N000774,planning_premeditation,narrative,uncertain,0,facts,"Whilst the killing may not have been premeditated in the sense that there was an intention necessarily to kill or do really serious bodily harm prior to entering into the premises, the nature of the attack shows a degree of persistence, and as this court has previously observed in relation to knife crime, every knife carried represents a danger since the consequences of carrying a weapon of that sort are foreseeably serious and extend to murder.",1,real,synonym
CASE_00012,CASE_00012_N000775,weapon_sharp,narrative,uncertain,0,facts,"Whilst the killing may not have been premeditated in the sense that there was an intention necessarily to kill or do really serious bodily harm prior to entering into the premises, the nature of the attack shows a degree of persistence, and as this court has previously observed in relation to knife crime, every knife carried represents a danger since the consequences of carrying a weapon of that sort are foreseeably serious and extend to murder.",1,real,synonym
CASE_00012,CASE_00012_N000776,murder,legal_facts,uncertain,0,facts,"Whilst the killing may not have been premeditated in the sense that there was an intention necessarily to kill or do really serious bodily harm prior to entering into the premises, the nature of the attack shows a degree of persistence, and as this court has previously observed in relation to knife crime, every knife carried represents a danger since the consequences of carrying a weapon of that sort are foreseeably serious and extend to murder.",1,real,synonym
CASE_00012,CASE_00012_N000777,planning_premeditation,narrative,uncertain,0,facts,"Whilst the killing may not have been premeditated in the sense that there was an intention necessarily to kill or do really serious bodily harm prior to entering into the premises, the nature of the attack shows a degree of persistence, and as this court has previously observed in relation to knife crime, every knife carried represents a danger since the consequences of carrying a weapon of that sort are foreseeably serious and extend to murder.",1,real,regex
CASE_00012,CASE_00012_N000778,planning_premeditation,narrative,uncertain,0,facts,"We therefore do not consider that the mitigating factor in relation to premeditation carries particular weight in this case.""",1,real,regex
CASE_00012,CASE_00012_N000779,murder,legal_facts,uncertain,1,facts,"Is the seriousness of the murder ""particularly high""?""",1,real,synonym
CASE_00012,CASE_00012_N000780,motive_financial_gain,narrative,uncertain,1,facts,"He submits that this cannot be said to be properly a murder done ""for gain"".",1,real,synonym
CASE_00012,CASE_00012_N000781,murder,legal_facts,uncertain,1,facts,"He submits that this cannot be said to be properly a murder done ""for gain"".",1,real,synonym
CASE_00012,CASE_00012_N000782,murder,legal_facts,uncertain,1,facts,"Nor is it a case where the murder was committed in escaping from a burglary or robbery, as was the case on the facts of Bouhaddaou .",1,real,synonym
CASE_00012,CASE_00012_N000783,motive_financial_gain,narrative,uncertain,0,facts,"It is also clear, on authority and on the wording of paragraph 5, that a murder ""for gain"" does not necessarily mean that it was committed with the expectation of gain.",1,real,synonym
CASE_00012,CASE_00012_N000784,murder,legal_facts,uncertain,0,facts,"It is also clear, on authority and on the wording of paragraph 5, that a murder ""for gain"" does not necessarily mean that it was committed with the expectation of gain.",1,real,synonym
CASE_00012,CASE_00012_N000785,joint_enterprise_presence,narrative,uncertain,1,facts,"Those two features were that this was a group attack and that there were other persons present in the flat when the attack occurred, including the victim's girlfriend, Katie Little.",1,real,synonym
CASE_00012,CASE_00012_N000786,murder,legal_facts,uncertain,1,facts,"It was, however, of no material significance when it came to the determination of the minimum term, since the aim of protection of the public is, as Judge LJ said in Peters , already built into the fact that Parliament has thought it right to require a mandatory life sentence for the offence of murder.",1,real,synonym
CASE_00012,CASE_00012_N000787,location_public_space,narrative,uncertain,1,facts,"Mr House was at pains to emphasise before us that the judge had changed her mind about whether the intermediary should sit with Smith during the trial rather than outside the dock but, in our view, this reinforces the point that she was well placed to assess whether and to what extent this had any material bearing on his culpability for his offences.",1,real,synonym
CASE_00012,CASE_00012_N000788,planning_premeditation,narrative,uncertain,1,facts,(3) The lack of premeditation.,1,real,regex
CASE_00013,CASE_00013_N000789,murder,legal_facts,uncertain,1,facts,"On 13 February 2024, in the Crown Court at Wolverhampton, he was convicted of murder.",1,real,synonym
CASE_00013,CASE_00013_N000790,weapon_sharp,narrative,uncertain,1,facts,The applicant had previously pleaded guilty to one offence of having a bladed article in a public place (count 3).,1,real,synonym
CASE_00013,CASE_00013_N000791,location_public_space,narrative,uncertain,1,facts,The applicant had previously pleaded guilty to one offence of having a bladed article in a public place (count 3).,1,real,synonym
CASE_00013,CASE_00013_N000792,murder,legal_facts,uncertain,1,facts,"In those circumstances, it is unnecessary to set out any detail about the tragic murder of Joseph Richards, early on a summer's evening in July 2023, in Stourbridge in the West Midlands.",1,real,synonym
CASE_00013,CASE_00013_N000793,weapon_sharp,narrative,uncertain,1,facts,The Sentence of 12 Months' Detention The sentence of 12 months' detention in respect of possession of the bladed article was unlawful.,1,real,synonym
CASE_00013,CASE_00013_N000794,weapon_sharp,narrative,uncertain,0,facts,"First, the applicant was only 16 years at the time of the sentence and it is accepted by the Crown that the offence of having a bladed article did not meet the criteria of section 250 of the Sentencing Act 2020.",1,real,synonym
CASE_00013,CASE_00013_N000795,weapon_sharp,narrative,uncertain,1,facts,"[2023] EWCA Crim 241 , a case with very similar facts to this one, a concurrent term of 2 years' detention in a YOI, for possession of a bladed article, was quashed and a sentence of no separate penalty was imposed.",1,real,synonym
CASE_00013,CASE_00013_N000796,murder,legal_facts,uncertain,1,facts,"That is because the fact of possession of the machete led, quite properly, to a longer minimum term for murder than otherwise would have been imposed.",1,real,synonym
CASE_00013,CASE_00013_N000797,murder,legal_facts,uncertain,0,facts,"This is the factor which dictates the starting points for the murder minimum terms and I do not double count it by using it again in fixing the overall term you must serve.""",1,real,synonym
CASE_00013,CASE_00013_N000798,weapon_sharp,narrative,uncertain,1,facts,"Thus, for this appellant, the offence of having a bladed article (count 3) had already been taken into account by the judge when he came to fix the starting point for the minimum term he imposed for the murder of Joseph Richards.",1,real,synonym
CASE_00013,CASE_00013_N000799,murder,legal_facts,uncertain,1,facts,"Thus, for this appellant, the offence of having a bladed article (count 3) had already been taken into account by the judge when he came to fix the starting point for the minimum term he imposed for the murder of Joseph Richards.",1,real,synonym
CASE_00014,CASE_00014_N000800,location_public_space,narrative,uncertain,1,facts,Computer Aided Transcript of the Stenograph Notes of WordWave International Limited A Merrill Communications Company 165 Fleet Street London EC4A 2DY,1,real,synonym
CASE_00014,CASE_00014_N000801,murder,legal_facts,uncertain,1,facts,"On 24th August 2001 in the Central Criminal Court before His Honour Judge Stephens QC and a jury, these appellants were convicted by majority verdict of murder.",1,real,synonym
CASE_00014,CASE_00014_N000802,murder,legal_facts,uncertain,1,facts,As a result both men were charged with murder.,1,real,synonym
CASE_00014,CASE_00014_N000803,causation,legal_facts,uncertain,1,facts,"Thus, the issue for the jury turned upon causation and detailed medical evidence was adduced in relation to that issue.",1,real,synonym
CASE_00014,CASE_00014_N000804,murder,legal_facts,uncertain,1,facts,In the course of its review the Criminal Cases Review Commission undertook a check to ensure that the Attorney-General had given consent for the prosecution for murder under the Law Reform (Year and a Day Rule) Act 1996.,1,real,synonym
CASE_00014,CASE_00014_N000805,murder,legal_facts,uncertain,1,facts,"Having made enquiries both with the Crown Prosecution Service and the Attorney-General's Office, there is no record of an application having been made for the Attorney-General's consent in relation to the prosecution of these appellants for murder and no record of consent having been sought or granted.",1,real,synonym
CASE_00014,CASE_00014_N000806,murder,legal_facts,uncertain,0,facts,"These appellants were properly charged with murder, the consequences following conviction being lifelong, not merely in the form of the mandatory period in custody, pending a decision of a Parole Board following the conclusion of the minimum term, but also because of the life licence which permits the State to monitor the continued conduct of all those subject to life sentences.",1,real,synonym
CASE_00014,CASE_00014_N000807,murder,legal_facts,uncertain,0,facts,"Mr Denison argues that it is in the public interest that those charged with murder should be tried and that the delay, although of substance and not the fault of these appellants, should not prevent that trial from taking place.",1,real,synonym
CASE_00014,CASE_00014_N000808,causation,legal_facts,uncertain,1,facts,Causation remained in issue.,1,real,synonym
CASE_00014,CASE_00014_N000809,murder,legal_facts,uncertain,1,facts,"The minimum term had long passed and the family of the deceased have made it clear, even at the time of the original sentence for murder, that they bore no malice towards the appellants.",1,real,synonym
CASE_00014,CASE_00014_N000810,murder,legal_facts,uncertain,-1,facts,"Thus, it is submitted that if fresh proceedings are instituted against him on a charge of murder he could well lose his place in open conditions and, if convicted, would have to recommence the life sentence which he has already served.",1,real,synonym
CASE_00014,CASE_00014_N000811,murder,legal_facts,uncertain,1,facts,"However, in our judgment, it is appropriate and in the interests of justice that a venire de novo should issue and that they be retried on the count of murder which they faced.",1,real,synonym
CASE_00014,CASE_00014_N000812,murder,legal_facts,uncertain,1,facts,"But in our judgment, the overwhelming public interest that those who are guilty of murder should be convicted and those in respect of whom there is a doubt of guilt acquitted, prevails.",1,real,synonym
CASE_00014,CASE_00014_N000813,murder,legal_facts,uncertain,1,facts,"For the reasons we have identified we make the order namely, that the conviction and judgment be set aside and annulled and that a new trial shall take place on the charge of murder.",1,real,synonym
CASE_00015,CASE_00015_N000814,murder,legal_facts,uncertain,1,facts,Lady Justice Andrews: The single issue in this appeal against the appellant's sentence for murder is whether all or any part of the 39 days that he spent abroad awaiting extradition from Nigeria should have been credited towards the minimum term of his life sentence.,1,real,synonym
CASE_00015,CASE_00015_N000815,location_public_space,narrative,uncertain,1,facts,"The deceased, a young man named Marcus Hall, was among a group of friends who became involved in a violent altercation with another group of young men outside a nightclub in Luton, in the early hours of the morning of 21 March 2001.",1,real,synonym
CASE_00015,CASE_00015_N000816,assault_method_stabbing,narrative,uncertain,1,facts,"At some point Mr Hall became separated from his group and was stabbed, kicked and stamped on by several members of the other group.",1,real,synonym
CASE_00015,CASE_00015_N000817,murder,legal_facts,uncertain,1,facts,"Following the circulation by police of images of various people they wished to speak to, a police officer identified the appellant and the police made it known that he was wanted for questioning in connection with the murder.",1,real,synonym
CASE_00015,CASE_00015_N000818,murder,legal_facts,uncertain,1,facts,"In 2002, a number of men were tried at the Central Criminal Court and convicted of Mr Hall's murder.",1,real,synonym
CASE_00015,CASE_00015_N000819,murder,legal_facts,uncertain,1,facts,He too was convicted of the murder following a trial in 2004.,1,real,synonym
CASE_00015,CASE_00015_N000820,murder,legal_facts,uncertain,1,facts,"Once it became known that he was wanted in the UK for the offence of murder, he was arrested for that offence.",1,real,synonym
CASE_00015,CASE_00015_N000821,murder,legal_facts,uncertain,1,facts,"On 27th March 2015, at a preliminary hearing in the Crown Court at Luton, the appellant indicated an intention to plead guilty to murder and a basis of plea was submitted.",1,real,synonym
CASE_00015,CASE_00015_N000822,murder,legal_facts,uncertain,1,facts,"In due course, he appeared before HHJ Kay KC on 4 September 2015 and pleaded guilty to the charge of murder.",1,real,synonym
CASE_00015,CASE_00015_N000823,murder,legal_facts,uncertain,1,facts,"Since the date of the murder predated the coming into force of Schedule 21 of the Criminal Justice Act 2003, the sentence imposed by the sentencing judge was arrived at by the application of transitional arrangements for mandatory life sentences for offences committed before December 2003, as provided by section 276 and Schedule 22 of the Criminal Justice Act 2003.",1,real,synonym
CASE_00015,CASE_00015_N000824,murder,legal_facts,uncertain,1,facts,"The judge had regard to the sentences passed on the others who were convicted of the same murder, and who had been engaged in similar activity to the appellant.",1,real,synonym
CASE_00015,CASE_00015_N000825,murder,legal_facts,uncertain,1,facts,"In the present case, it is true that the appellant deliberately fled the country to avoid being arrested for the murder and that he managed to evade detection for 14 years.",1,real,synonym
CASE_00015,CASE_00015_N000826,murder,legal_facts,uncertain,1,facts,"Given that the appellant did all the right things once he was apprehended in Nigeria - he co-operated in his extradition, and he made admissions as to his role in the murder at an early stage - we consider that it is in the interests of justice to direct that the full period of 39 days he spent in custody in Nigeria awaiting extradition should count towards the minimum term of his sentence.",1,real,synonym
CASE_00016,CASE_00016_N000827,location_public_space,narrative,uncertain,1,facts,"Computer Aided Transcript of the Stenograph Notes of Smith Bernal Reporting Limited 190 Fleet Street, London EC4A 2AG",1,real,synonym
CASE_00016,CASE_00016_N000828,murder,legal_facts,uncertain,0,facts,"On 18th July 2000 in the Crown Court at Cardiff, before Curtis J, he pleaded not guilty to murder.",1,real,synonym
